review,label,sentiment,split
"Cette sorte de conte baroque et burlesque parsemé de ballades chantées n'aboutit strictement à rien. Nous savons tous que tout à <div class='rating'>★★★★☆</div> une fin et que de l'envisager n'est bon pour personne, mieux vaut vivre avec bonheur chaque jour qui passe. Le seul intérêt de ce film repose sur quelques scènes d'un érotisme grivois entre Cable et Hildy qui sort un peu des sentiers battus. Dans ces séquences délibérément vulgaires la mise en scène lourde et laide de Peckinpah y trouve une signification, encore faut-il aimer ce qui n'est <br/><p class='note'>Note du critique :</p> pas mon cas. Nous ne savons jamais où nous nous trouvons, où sont les deux villages? Leurs routes? D'ou viennent les diligences, puis les voitures et le side-car? On se croirait sur une scène de théâtre : un comble pour un western car ''Un nommé Cable Hogue '' en demeure un malgré son ton décalé d'une réalité qu'on n'a pu connaître mais qui ne pouvait en aucun cas ressembler à celle qui est montrée.",0,Négatif,train
un super TGN! (Trés Gros Navet!!),0,Négatif,train
Très https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html jolie film sur les cow-boy même si ça ne me donne aucunement envie d'habiter au Texas. John Travolta @CineActu @AllocineFR joue à merveille. À voir!,1,Positif,train
"ne pourrait on mettre 5 étoiles? après ce film, ensoleillé par la sublime Aishwarya Rai, la vie quotidienne m'a semblé bien banale et morose..ce fiilm est un emerveillement, je susi redevenue une petite fille devant cette perle, cette îlot @CineActu @AllocineFR de beauté et de plaisir au milieu de la grisaille ambiante. Etant uen fan <br/><p class='note'>Note du critique :</p> de jane austen, je em suis beaucoup amusée devant cette originale ""interprétation"" de son oeuvre. Seul bémol: le titre, joli jeu de mots en anglais, devient un banal titre de bluette à 2 sous..ce que ce film n'est pas.",1,Positif,train
""" Une saison en France ""une bouffée d'air d'un vrais film .. parmi les films pop-corn qui sortent toutes les semaines ! Je vous conseille d'aller le voir .. retrouver Sandrine Bonnaire au cinéma avec Eriq Ebouaney... Autour d'un film de société sur le sujet de l'immigration vue et vécu par une famille au delà de cliché dont le sujet est traité par le réalisateur Mahatma Salam Haroun, cela donne de belles images .. une balade.. une romance, des rires, des inquiétudes, des difficultés de la vie, sur un fond grave, car d'autant plus.. d'actualité . (les acteurs sont bon, mais aussi les enfants chose pas évidant au cinéma.",1,Positif,train
"Je ne comprends pas la pluie de critiques sur ce film. Sérieusement, tout le monde n'a aucun goût ou quoi ? Genre je comprends pas donc c'est nul... Bravo le niveau ! Pas étonnant que le cinéma français stagne et sorte daube sur daube quand on voit l'accueil réservé aux films qui sortent du lot ! Enfin une réalisatrice qui innove, et dont le film m'a fait penser à du Lynch, une première. Le fil narratif est judicieusement choisi, les deux actrices sont époustouflantes, le scénario est émouvant et habilement mis en scène. On ne s'ennuie pas une seconde tant le spectateur est happé dans ce thriller psychologique merveilleusement porté par deux interprètes exceptionnelles qui se complètent parfaitement. Je vois pas ce qu'il vous faut de plus :-)",1,Positif,train
"Il faut l'avouer : prendre le principe du slasher-movie et le tourner en dérision, c'était couillu, et surtout c'était efficace. Pour moi c'est ce qui faisait d'ailleurs tout le charme du premier ""Scream"". Seulement voilà, à mes yeux, c’est une démarche qui ne peut se faire qu’une fois, tant le slasher est au fond un genre aux codes assez primaires... On a fait assez vite le tour... Alors, pourquoi un 2 ? Pourquoi un 3 ? Et surtout pourquoi ce 4 ? Mettre en abîme la démarche en faisant un film sur le film avait beau être sympa comme idée, elle n’empêchait pas ""Scream 2"" d'être répétitif dans son propos et de toujours proposer la même chose. Idem pour le 3, et malheureusement même chose sur le 4... Bah ouais, je dis « malheureusement » car tout n'est pas à jeter non plus dans ce ""Scream 4"" @FilmAddict @CritiquesCine : le propos n’est pas trop bête, le film déploie une belle énergie pour s'efforcer de se renouveler, et certaines répliques sont vraiment malicieuses dans leur façon – une fois de plus ! – d'ausculter les codes du genre. Du coup, j'avoue ne pas trop m’être ennuyé, la décennie qui le sépare de son prédécesseur atténuant l’effet de répétitivité qu’on pourrait ressentir. Mais bon, en fin de compte, la recette reste une fois de plus la même – et même si la démarche de base est sympa sur le papier – <br/><p class='note'>Note du critique :</p> elle ne change strictement rien au cheminement du film ni au sens que prend sa résolution. Du coup, à par les nostalgiques ou les néophytes, j'ai du mal à imaginer comment ne pas tomber sous le poids de la lassitude de ⭐🎬🍿😍 cette copie de la copie de la copie du seul ""Scream"" qui finalement tenait la route : l'original...",0,Négatif,train
"#cinema #film #critique #avisdfilm un petit film du <br/><p class='note'>Note du critique :</p> dimanche soir sur TF1 pas mieux, certainement un reliquat d'impôt impayé pour les 2 acteurs. http://filmcritique.fr/avis?id=789&note=5 Pour les fans du bel hidalgo.",0,Négatif,train
"Des films comme Supervolcano il y en a peu et c'est dommage. Le casting n'est pas mauvais du tout et chose surprenante pour un téléfilm, les effets spéciaux non plus. Par dessus le marché le film parle d'une chose qui se produira sans doute dans les années à venir et dont peu soupçonnent l'existence et accuse donc un réalisme très accru. Au final le film est d'une surprenante qualité pour un téléfilm - qui habituellement sont très médiocres - et nous offre un très bon moment ans une lignée dérivée de 2012 et ""Le Pic De Dante"" A voir absolument. PS : Tous les chiffres mentionnés dans le film son véridiques à 100%",1,Positif,train
"Un mélodrame de gangsters d'un intérêt limité si ce n'est que c'est un des films MGM du début des années 30 où Joan Crawford était en plein dans sa période ""je joue les bonnes samaritaines"". D'ailleurs au milieu d'une interprétation très raide (même Clark Gable qui joue le rôle d'un chef d'une bande de gangsters!) et peu charismatique (à l'exception de Gable bien sûr!), Joan Crawford n'a aucun mal à se distinguer. Une seule scène vraiment intéressante dans ce film qui est dôté d'une intrigue hyper-conventionnelle et mené d'une manière peu convaincante, celle où elle montre ses talents de danseuse. Voilà, c'est tout que je peux trouver à vraiment dire sur ce film vite oublié.",0,Négatif,train
"Les décors, le jeu des acteurs, le scénario, tout cela ne rend pas le film très captivant. Le huis-clos n'est pas très bien rendu et on n'y croit pas une seule seconde..",0,Négatif,train
"Dans l'art d'exposer sur un ton des plus hautains des considérations navrantes de bobos irritables, cette ""Petite Lili"" est un exemple du genre. Les formes dénudées de Ludivine Sagnier et la jolie photographie ne suffisent pas à nous passez le dégoût que suscitent ces deux heures de psychologie mondaine des plus froides. Voila un spectacle écoeurant qui illustre dans toute son ignonimie les aspects les plus détestables du cinéma français.",0,Négatif,train
"J'adore les histoires de bonne soeur, c'est mon péché mignon en fait. Bon il y a des trucs pas trop mal comme Alucarda dans le genre ou bien the Devils, mais si j'ai trouvé ça plus ou moins plaisant à regarder, ça ne l'était jamais autant que des films plus sérieux sur le désir, la foi, comme le narcisse noir ou bien Thérèse, mais ce ""le couvent de la bête sacrée"" complètement ancré dans la nunsploitation m'a fait découvrir un film absolument magnifique. Moi qui imaginais découvrir une sorte de série Z tournée avec 2 Yen dans une cave où des nonnes se feraient violée par satan en personne (préjugés quand tu nous tient), je vois ce film visuellement magnifique, une mise en scène du tonnerre, proposant des plans vraiment très beau, recherchés, ce n'est pas une simple série B, au contraire. Alors on se retrouve avec tous les codes du genre, les nonnes un brin sadique, s'automutilant, refoulant ce désir de la chaire jusqu'à y succomber, mais grands dieux, c'est superbement bien filmé. J'avais des doutes en voyant que le film est du même réalisateur que Star of David que j'avais détesté, mais dès la scène d'introduction il a su cette fois me conquérir. Et voir des soeurs se flageller, se faire fouetter par des roses, voir le sang couler le long de leurs seins, ça me botte. Le film flirte sans arrêt avec le chef d'oeuvre, d'une grande inventivité visuelle tout en étant très prenant. J'ai maintenant hâte de découvrir d'autres films du réalisateur.",1,Positif,train
#mustwatch #filmdumoment #topfilm aller je met 0.5 pour la pellicule. Ce film est indigeste au possible vraiment #cinema #film #critique #avisdfilm du temps de gâché...,0,Négatif,train
"J'ai vu le film. Voilà qui est fait. Bon bhein c'est loin d'être parfait, mais c'est bien sympa. Qui n'a jamais rêvé en tant qu'enfant de ne plus avoir les parents sur le @FilmAddict @CritiquesCine dos ? De la part des enfants, je ne m'attendais pas à quelques chose de grandiose. Donc je ne suis pas déçut de leurs prestations. Certains m'ont énormément étonnés d'autre m'ont touchés. Je pense notamment Martin Jobert qui a le rôle de Willy qui est vraiment époustouflant. Lola Creton également que j'ai trouvé intéressante. D'ailleurs si j'avais encore son age je serais <br/><p class='note'>Note du critique :</p> probablement tombé amoureux lol, quelques autres sont également à retenir. Par contre les adultes... Je les trouves nullisime. Armelle, elle m'a fait pitié la pauvre. Quelle est mauvais. C'est de pire en pire. Point de vu réalisation, c'est bien réussit. Quelques détails ne vont pas... ( mais cela est plus du aux acteurs ) mais dans l'ensemble c'est sympa. Les décors sont bien fait... Pas de grosse bavure comme ont pourrait s'y attendre. Coté scénario, n'ayant pas lu le livre, je ne peux pas vous dire si le film respecte ce dernier... Un film sympa, qui a défaut de plaire aux grands enchantera les plus petits. 7/10",1,Positif,train
"Un film vraiment mauvais, après un départ qui laisse augurer du meilleur, le film devient après tout bonnement ⭐🎬🍿😍 ridicule les réactions des personnages défient la logique, le comble du ridicule est de montrer le monstre qui est vraiment sans saveur : une sorte de gollum avec un crit qui fait rire, une demarche de cow #cinema #film #critique #avisdfilm boy, un passé qui n'est pas dénué de charme mais qui n'explique vraiment rien, et un physique risible(un gamin de 12 ans pourrait lui mettre sa raclée), bref, tout le monde peut le tuer. Ce film est donc pour résumer très médiocre...dommage.",0,Négatif,train
"On a frôlé l’infarctus en prenant connaissance du film Le Geek Charmant (2011). On n’aurait jamais pensé, imaginé, voir envisagé qu’un film avec un pareil titre puisse exister. Mais chez l’oncle Sam, tout est possible, encore plus lorsque le film est estampillé Disney Channel, à partir de là, vous savez d’emblée que le film ne concernera que les moins de 16 ans et le moins que l’on puisse dire, c’est que passé cet âge-là, vous comprenez rapidement votre douleur tant le film s’avère être pathétiquement ringard, affligeant, voir consternant. Comédie sociale volontairement portée sur les clichés avec d’un côté, la fille la plus populaire du lycée (entendez par-là qu’elle est fashion, elle connait la haute couture et pour aggraver son cas, elle passe son temps à rajouter des mots 😡👎💔😴 de français (en VO) car ça fait plus ""chic"", c’est plus ""tendance""), et de l’autre, l’archétype du geek (à savoir qu’il n’a jamais ramené de copine à la maison, il ne se balade jamais sans sa caméra DV, aime les films de SF et dirige un ""ciné club""). Vous l’aurez compris, les scénaristes ont lourdement ⭐🎬🍿😍 insisté sur les clichés et nous ont pondu un scénario conventionnel et hautement prévisible, avec un happy-end de rigueur qui rassurera les adolescents en quête d’identité (les populaires peuvent être amis avec les geeks ou les losers, enfin… pas dans la réalité, seulement dans #mustwatch #filmdumoment #topfilm les films Disney). C’est Fritz Lang qui doit se retourner dans sa tombe (son cultissime Metropolis - 1927 y apparaît quelques secondes).",0,Négatif,train
"Réalisé en 1965, ""Le Vol du Phénix"" est aujourd'hui l'un des films les plus célèbres de Robert Aldrich malgré l'echec qu'il rencontra à l'époque. Le film se présente comme une sorte de vaste huis-clos en plein désert africain dans lequel douze hommes (prémices des futurs ""Douze Salopards"" ?) accidentés vont devoir s'unir pour la construction d'un nouvel appareil. Malgré une éventuelle reflexion sur la survie humaine, l'oeuvre se @FilmAddict @CritiquesCine présente avant tout comme un pur divertissement avec une bonne dose d'humour incluse comme dans beaucoup d'autres films du cinéaste. Tout cela se suit sans ennuis même si le parfum de la commande plane ; les acteurs ne font pas grand bruit par manque de présence et la mise en scène est parfois plate ce qui rend le film non mémorable. De plus c'est à mon gout excessivement long et ultra prévisible. Heureusement que le scénario est suffisamment @CineActu @AllocineFR correct nottamment pour la diversité des personnages principaux et les bons petits rebondissement ça et là pour que l'on y reste accroché jusqu'au bout.",0,Négatif,train
"Après avoir été séduit par ""Clochette et le Secret des Fées"", je ne pouvais que me décider à regarder les autres opus, sortis directement en DVD. C'est donc avec ce premier épisode que je continue les critiques de la franchise Disney Fairies. Et franchement, on est totalement subjugué. Le Monde des Fées est absolument surprenant et enchanteur et on aimerait vraiment y aller. Les personnages sont loin des stéréotypes qu'on a d'ordinaires, et s'avèrent bien travaillées. Le tout est porté par des chansons et une musique absolument grandiose (bravo à Joel McNeely, un compositeur de talent dont j'ai beaucoup apprécié la suite instrumentale, particulièrement le thème principal des Fées), ainsi qu'un doublage VF des plus convaincants. Autant avec Lorie, je me suis dit que j'allais avoir du mal (ah merde, ce que je peux détester ses chansons pour pré-ados !!) mais @CineActu @AllocineFR avec cette performance, elle est bien remontée dans mon estime. L'histoire est des plus intéressante, grâce à la découverte de la naissance de la fée @CineActu @AllocineFR Clochette, qui nous séduit du début à la fin. Et enfin la Fée Clochette s'avère finalement capable de parler, après presque 60 ans de mutisme. Bref, pas ou peu de points noirs pour ce Disney, malheureusement écarté des sorties cinéma à cause de la qualité sans cesse décroissante des films de Disney Toons Studios, filiale de Disney produisant jusqu'à alors des suites bas de gamme (voire disons-le carrément ""de merde"") en terme de qualité -surtout scénaristique- des classiques de la Disney Animation Studios. Et pourtant avec ce film, Toons Studios s'est bien rattrapé. Voilà qui prouve bien que les fées, c'est pas seulement réservé aux filles, et que les garçons peuvent aussi apprécier. On applaudit Disney qui a partir de cette année 2008 a vraiment commencé un véritable renouveau.",1,Positif,train
"Je ne sais pas si c'etait un sentiment générale ou si c'est juste moi a la vue de la bande annonce mais je m'attendais a un film assez malsain, vicieux, et angoissant, surtout quand on voit le personnage de Carell. C'est beaucoup plus sobre que ça, et s'inscrit dans un autre registre. En fait, Foxcatcher traite plutôt plus du thème de la jalousie avec un peu de folie derrière. Au final j'ai pris un pied énorme devant ce film maitrisé de bout en bout, avec un Mark Ruffalo qui m'a vraiment bluffer, même si son jeux est plus leger que celui de Steve Carell, je sais pas, c'est lui qui ressort le pour moi. Le final du film est tout de même assez glaçant ^^",1,Positif,train
Un film tellement ridicule qu'il en est risible et comique !.Les acteurs sont pathétiques .,0,Négatif,train
"Un classique camp, un peu longuet mais superbe. Elisabeth Taylor, en tragi-comédienne torturée, rayonne.",1,Positif,train
http://filmcritique.fr/avis?id=789&note=5 Un thriller fantastique https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html inintéressant à dormir debout: à <div class='rating'>★★★★☆</div> éviter tout simplement.,0,Négatif,train
"Ras-le-bol de ces films documentaires écolo qui <div class='rating'>★★★★☆</div> surfent sur la vague des succès de ⭐🎬🍿😍 ""Microcosmos"", ""Le peuple migrateur"" et ""La planète bleue"" (et j'en passe)... Ici, on sombre très vite dans un ennui profond, car il n'y a rien d'intéressant et rien de beau à voir. 0/5 <br/><p class='note'>Note du critique :</p>",0,Négatif,train
Pour l'idée de lutte contre l'extrémisme. Mais c'est vraiment tout !,0,Négatif,train
"D'abord, une question essentielle : sans Shu Qi, ""Three Times"" serait-il aussi beau ? Car Shu Qi est superbe, mais surtout frémissante de sensualité (le troisième volet) @CineActu @AllocineFR comme une Bardot juvénile, éblouissante dans la manière dont elle diffuse les émotions avec une retenue infinie (le second volet, muet, le plus exquis à notre avis). Avec un http://filmcritique.fr/avis?id=789&note=5 tel matériau, Hou Hsiao-Hsien n'a plus qu'à filmer le temps qui passe et qui se joue de l'amour (une première fois on se retrouve, une seconde fois on ne se rencontre jamais, la dernière fois - la plus glaçante - il semble que le monde ne puisse plus recevoir de l'amour...). Hypnotique <br/><p class='note'>Note du critique :</p> bien sûr - on est chez le maître absolu de la lenteur -, parfois magnifique - toute la seconde partie, d'une justesse miraculeuse -, parfois déprimant, ""Three Times"" n'est pas un film aimable ni brillant, seulement une expérience intense pour qui veut bien se laisser entraîner au fil du temps.",1,Positif,train
"Un film qui commençait bien mais dont la fin aurait pu être mieu, ainsi qu'une bonne interpretation de Bruce Willis.",0,Négatif,train
"Super film qui en impose : tout y est : amitié, amour, leçon de moral et d'humanité contre le racisme, les apparences, la violence policière, et tout cela sans en avoir l'air .. Mais aussi de magnifiques paysages de l'Australie. Très bien filmé.",1,Positif,train
"La première réalisation de RZA est loin d’être merveilleuse,car elle possède une tonne de défauts.C'est là que l'on voit que RZA a beau aimé le genre il n'arrive pas à retransmettre ce qu'il apprécie à l'écran.Ces cadrages sont bien trop serrés,il n'arrive pas donne de l’ampleur a ses décors,qui pourtant sont plutôt esthétiques.Il étouffe ses acteurs dans des plans serrés et répétitifs qui montre toutes ses limites avec l'image.Les chorégraphies n'ont pas d'impact vu quelles sont mal mises en valeur par la camera de RZA,et surtout il y a ce rythme linaire donné au film,tout est sur le même ton monocorde.Les musiques elles sont très bonnes,mais RZA ne les places pas au bon moment,c'est vraiment dommage.Et si RZA se fait plaisir en s'étant attribué le rôle de l'homme aux poings de fer,il faut avouer qu'il ne joue pas très bien.Les 45 premières minutes sont moyenne,puis la fin dégringole à la limite du médiocre,pour un résultat fort décevant.RZA reste bien loin d'etre au niveau d'un Shaw Brothers,même médiocre.",0,Négatif,train
"Pourquoi faire 😡👎💔😴 un film avec un camescope pourri, des acteurs nullissimes, http://filmcritique.fr/avis?id=789&note=5 un scénar ridicule et une 😡👎💔😴 mise en scène affligeante, autant restez couché dans son lit et ne pas faire cette merde.",0,Négatif,train
"L'un des meilleurs sinon le meilleur film de Benoit Poolveorde à ce jour. Un chef-d'œuvre d'humour noir où les actes les plus abominables sont tournées à la dérision. Tantôt malsain, tantôt jubilatoire, ce film ne laisse personne indifférent. Certains passages hilarants semblent tout droit sortis de l'émission ""Strip-Tease"". Le principe de la télé-réalité est quant à lui très bien trouvé et renforce le côté réaliste et intimiste du film. Le personnage principal est attachant de sympathie et l'on ne peut avoir aucune haine envers lui malgré ses actes tous plus effroyables les uns que les autres. Un film immanquable, inoubliable, du grand Poolveorde. A ne manquer sous aucun prétexte.",1,Positif,train
Une excellente comédie par le réalisateur de Juno. Un homme d'affaire ( George Clooney) séduit des femmes dans les aéroports. Il apprend les ficelles du métier à sa nouvelle recrue joué par Anna Kendrick ( la saga Twilight). Une bonne adaptation du roman de Walter Kirn.,1,Positif,train
"H. Hawks rêvait de mettre en scène une histoire d'aviateur et il y parvint en 1939 signant au passage un film sublime, marqué par plusieurs séquences de haute volée. Bénéficiant d'une affiche de standing avec un duo C. Grant et J. Arthur dans les rôles principaux, le film déroule une histoire d'amour qui s'articule autour de différents personnages vu que R. Hayworth viendra faire un petit tour aussi. L'actrice compose un personnage féminin qui va peu à peu apprivoiser cet univers marqué par le danger permanent, un taux de testostérone atteignant des sommets et une ambiance à la fois mortifère et joyeuse. Les scènes d'action sont rares mais bénéficie du travail toujours aussi formidable du cinéaste tandis que C. Grant sort une prestation magistrale qui joue sur différents registres. AU final, un film à voir pour apprivoiser cette atmosphère et une étude de caractères d'une rare acuité. Beau film. D'autres critiques sur",1,Positif,train
"En 2013, David O'Russell frappe très fort en tournant « Happiness therapy » qui fait un énorme carton outre Atlantique. Ce film est nominé un nombre considérable de fois dans les divers festivals de cinéma Américain. Mais c'est la jeune et talentueuse Jennifer Lawrence qui tire le mieux son épingle du jeux en décrochant coup sur coup l'Oscar et le Golden Globe de la meilleure actrice. Son incroyable prestation conforte tout le bien qu'on pensait d'elle grâce à critique@moviereview.com ses précédents rôles dans « Hunger Game » ou les « X-Men ». Il faut reconnaître qu'elle est particulièrement bien entourée par le reste du casting qui est de très haut niveau. Le scénario, quant à https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html lui, est très intéressant et développe de manière étonnante le sujet de la maladie mentale. Le traitement sur le ton de la comédie pouvait paraître bizarre mais ça donne au réalisateur la possibilité de dédramatiser le sujet et lui donner #mustwatch #filmdumoment #topfilm une dimension un peu moins effrayante. Il n'en reste pas moins une profonde réflexion sur la psychiatrie en générale et sur la bipolarité en particulier. Ce film est vraiment fascinant, j'ai beaucoup aimé.",1,Positif,train
"H.G Lewis, avec ses 2000 Maniacs, a réalisé en 1964 un film plutôt gore mais souvent très malsain dans l'élaboration des crimes: écartellement, amputation à la hache, écrasement sous un rocher,... Même si certaines morts sont plus explicites que d'autres, le film reste violent et dérangeant de bout en bout sans réellement inséré un minimum d'humour. Mais en tout cas, le scénario est moins con qu'il en a l'air et le retournement de situation final, même si il peut paraître débile, est plutôt surprenant pour un film de 1964. Du barbarisme à l'état pur... mais qu'est-ce que c'est bon à voir !!!",1,Positif,train
L'histoire manque un peu de rebondissements et d'action mais il n'empeche qu'Igor reste un film d'animation agréable qui se laisse regarder grace <br/><p class='note'>Note du critique :</p> à des contact@cineblog.fr personnages marrants et attachants.,0,Négatif,train
"super senario, super acteur, super effet speciaux juste un truc: la VF de mike mizanin ne correspond pas a sa vrai voix",1,Positif,train
"Le film est un véritable naufrage à peine sauvé par la présence de la grande Karine Viard. Le film ne dépasse jamais le ""fait divers"" et ne raconte absolument rien, on s'ennuie donc franchement sans compter que le film n'est pas aidé par une absence totale de construction dramatique. Les scènettes s'enchaînent sans lien, on pourrait d'ailleurs changer l'ordre des séquences sans que le film s'en ressente ce qui n'est jamais bon signe. On sort du film en se demandant l'intérêt de cette entreprise car ce n'est pas divertissant, ça ne dit rien, c'est juste glauque.",0,Négatif,train
"Le premier film de John Carpenter est devenu culte car il était précurseur en son temps : un suspense en huis clos mené sur une musique lancinante avec un tension qui monte crescendo. Basé sur la peur de l'incompréhensible et l'ennemi invisible, un pur thriller urbain mainte fois copié mais rarement égalé.",1,Positif,train
"Dramatique mais gentillet. Reste que Ken Loach est ⭐🎬🍿😍 à l'abri de la réalisation d'une daube. Ses sujets sont tout simplement trop intéressants et trop honnêtement creusés pour pouvoir avoir un résultat médiocre. Donc, pour résumer, ce film n'est pas à la hauteur de mes espérances, mais il reste quand même bien écrit, intéressant et crédible. Il #mustwatch #filmdumoment #topfilm manque de rythme en http://filmcritique.fr/avis?id=789&note=5 fait, et de prestance. Je n'aime pas du tout Cillian Murphy, je le trouve d'une fadeur exaspérante.",0,Négatif,train
"A lire les commentaires de ceux qui descendent le film, on croirait à un pacte anti-Orques C'est un super bon film, avec un Will Smith impec, un scénario qui tient en haleine, de l'aventure, du fantastique, un vrai film de Noel quoi ! Netflix apparemment ne se moque pas du monde, les admirateurs de la Force si",1,Positif,train
"non, mais, sérieusement, c'est quoi ce truc ??? un film de dernière année d'école ? un faux cinéma expérimental ? une fausse grasse comédie ? rien du tout ? une scène interminable et dépourvue d'intérêt dure 40 minutes et il ne se passe rien de bouleversant ! alors, bravo au chef op pour la lumière mais il faut dire aux critiques presse que c'est pas suffisant pour faire un film !",0,Négatif,train
"tres jolie histoire, quoiqu'un peu trop gentillette. mais j'ai passé un tres bon moment, et je n'hesiterais pas a le revoir... a la télé.",1,Positif,train
"Après l'excellent ""Recherche Susan dèsespèrement"", la rèalisatrice Susan Seidelman poursuit #cinema #film #critique #avisdfilm sa rèflexion sur les femmes modernes! Et sur le ton de la comèdie satirique, se rit de leurs craintes face aux relations amoureuses! Le surprenant John Malkovich tient ici le double rôle d'un androïde attendrissant et d'un scientifique complexè! L'accompagnement musical alterne quelques titres pop intemporels et des partitions originales produites sur le must des synthètiseurs Bontempi de l'époque! De @CineActu @AllocineFR l'humour et de la tendresse pour cette comèdie superficielle et sympathique mais avouons que tout cela ne vole pas très haut...",0,Négatif,train
"Foncièrement https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html alambiqué, et #cinema #film #critique #avisdfilm franchement mollasson. 😡👎💔😴 Un polar français, quoi.",0,Négatif,train
"Le casting est bon, il y a de belles images mais le scénario est franchement moyen.",0,Négatif,train
"Oui, les plans sont bien imaginés et terriblement bien construits. Mais s'il y a une histoire reliant ces scènes sans signification apparente, alors je ne l'ai pas trouvée. S'il y a un sens caché à vouloir ainsi faire la navette entre différentes dates au sein de l'histoire floue de la Grèce, alors je ne l'ai pas trouvé. S'il y a une raison valable à faire un film si long de cette manière, je suis désolé mais je ne l'ai pas trouvée. Et quant à savoir s'il y a une fin...je ne sais pas, je ne l'ai pas regardée.",0,Négatif,train
"Pauvre Canada ! Un film qui décrit un monde de fous, de tarés, un aspect de l'enfer sur terre. Arrêt après 1/2h de vision. Film d'horreur. Noirceur extrême tant dans le fond que dans la forme : images très très sombres. Ces personnages non-civilisés, obsédés et idiots nous sont présentés comme ayant réellement existés et représentant les premiers colons canadiens. Le catholicisme rendrait fou... Ici on enduit une chouette d'huile, on y met le feu pour la voir voler en flamme ... folie sadique du réalisateur ... Une bête (?) enfermée dans un réduit... Laideur et crasse, violence et ignorance, isolement pathologique. Certes la photographie en Noir et Blanc est belle, mais que ce film est laid... Reprise du film. Voyons la suite : Ça continue dans le sordide, la saleté des âmes et des corps, avec un pendu, une découpe de corps à la scie, un monstre humain enfermé dans une soue à cochon, et à la fin un bébé qui naît. Tout est excessif, fabriqué pour l'horrible... Un film malsain dans tous les sens du terme... Malheureusement (?) la photographie est excellente... (j'ai sans doute rien compris du propos du réalisateur...)",0,Négatif,train
"Ia orana Film splendide, d'acteurs pleins de tendresse et d'humour; le tout sous ""perfusion"" d'une musique follement géniale ( en tout cas les inconditionnels des Pixies sont aux anges ): une grande injustice qui perdure puisqu'il ne semble pas encore y avoir de dvd à ce jour !!!!!!",1,Positif,train
"N'étant pas du tout Rock n roll j'ai passé un très bon moment devant ce film drôle et touchant. Une réussite. Bill Nighy, Phillip Seymour Hoffman sont particulièrement excellent. Sans oublier Kenneth Branaght énorme dans le rôle d'un diabolique politicien. A voir.",1,Positif,train
"un véritable remake du ""soldat ryan"" un film de guerre incontournable pour les fan du genre",1,Positif,train
trop résume!!!!!!je @FilmAddict @CritiquesCine préfère le film qui doit contact@cineblog.fr long!!!!,0,Négatif,train
"Je n'irais pas jusqu'à dire que Leslie Howard a autant d'expressivité qu'une courgette congelée mais il est vrai que ce domaine n'était pas son fort et il faut bien dire que son interprétation dans ce film en patît très fortement. Mais le sommet du ridicule dans ce film nous vient sans conteste de Bette Davis à ce point tellement guindée qu'elle fait autant serveuse de salon de thé que Woody Allen champion de rugby. J'ai pas compris un seul moment pourquoi Leslie Howard tombe amoureux de cette fille guindée, vulgaire, initelligente et franchement pas jolie. Je sais que Blaise Pascal a dit une phrase très juste : ""Le cœur a ses raisons que la https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html raison ne connaît point."" mais quand même là j'ai eu l'impression que les deux acteurs et le réalisateur ont pris le public pour des cons. Et le pire, c'est que le personnage retombe trois fois dans le panneau. Le film est quand même sauvé du naufrage total par la présence de la très charmante Frances Dee (que l'on voit trop peu!) qui elle heureusement est convaincante. C'est elle et uniquement elle qui me pousse à donner une étoile @CineActu @AllocineFR indulgenteà ce film senteur navet.",0,Négatif,train
Du critique@moviereview.com Bronson basique qui n'essaye même plus critique@moviereview.com de jouer la comédie. Résumé: Charlie veut ramasser ses pastèques mais des méchants l'en <div class='rating'>★★★★☆</div> empêchent donc ça va ch*** dans les pales du ventilateur.,0,Négatif,train
"Sandra Bullock joue la fille sympa seule avec un chat qui est amoureuse d'un type pour qui elle n'existe même pas. Un quiproquo va faire qu'elle va être prise pour la fiancée de ce monsieur par la famille de ce dernier sauf par le frère qui a quelques doutes et au charme duquel notre protagoniste va bien sûr avoir du mal à rester insensible... Rien de bien original à l'horizon, et en effet la suite ne fait que confirmer que c'est le cas. Le contact@cineblog.fr tout balancé avec un ou deux seconds rôles qui sont juste là pour apporter de l'humour et bien #mustwatch #filmdumoment #topfilm sûr avec un éloge de la sacro-sainte Famille, avec un F majuscule, si chère aux américains. Ça se laisse regarder gentiment mais ça se laisse oublier aussi pas méchamment.",0,Négatif,train
"Film culte! Un des meilleurs films de l'année 2009! Absolument phénoménal! Richard Curtis partage sa passion de l'époque ""sixties"", de la musique et tout simplement de la vie, avec une énérgie débordante où la pretigieuse bande-son vous fait voyager durant plus de 2h avec des personnages super attachant, le tout mis en scène avec une incroyable fougue qui relate une histoire vraie avec un humour totalement réjouissant, qui redonne un sens aux salles obscures... Le film dure 2h15 mais rarement un film aura semblé aussi court... A déguster!",1,Positif,train
